food_id,food_name,restaurant_id,description,category,veg_nonveg,ingredients,dish_type,popular_in,price_level
f038,Lemon Rice,r011,Rice seasoned with lemon and spices.,Rice,Veg,"[""rice"",""lemon"",""mustard""]",main_course,South India,Low
f013,Curd Rice,r011,Creamy curd-mixed rice.,Rice,Veg,"[""rice"",""curd""]",main_course,South India,Low
f020,Non-Veg Meals,r012,Traditional Tamil meal served with rice and gravies.,Meals,Non-Veg,"[""rice"",""sambar"",""rasam"",""thanni kulambu"",""veg poriyal"",""papad"",""pickle""]",full_meal,Tamil Nadu,Low
f014,Chicken Biryani,r012,Tamil Nadu style biryani with jeeraga samba rice and tender chicken.,Biryani,Non-Veg,"[""jeeraga samba rice"",""chicken"",""onion"",""tomato"",""ginger garlic paste"",""chili powder"",""biryani masala"",""ghee"",""curd"",""coriander"",""mint"",""oil"",""salt""]",main_course,Tamil Nadu,Moderate
f017,Chicken Kheema Biryani,r012,Biryani prepared using minced chicken.,Biryani,Non-Veg,"[""jeeraga samba rice"",""minced chicken"",""onion"",""tomato"",""ginger garlic paste"",""green chili"",""biryani masala"",""mint"",""oil"",""salt""]",main_course,Tamil Nadu,Low
f018,Nattukozhi Biryani,r012,Village style biryani with country chicken.,Biryani,Non-Veg,"[""jeeraga samba rice"",""country chicken"",""onion"",""tomato"",""ginger garlic paste"",""green chili"",""biryani masala"",""ghee"",""mint"",""coriander"",""salt""]",main_course,Tamil Nadu,Low
f023,Roast,r012,Crispy golden dosa served large.,Tiffin,Veg,"[""rice"",""urad dal"",""oil"",""salt""]",tiffin,Tamil Nadu,Low
f024,Ghee Roast,r012,Crispy dosa roasted in ghee.,Tiffin,Veg,"[""rice"",""urad dal"",""ghee"",""salt""]",tiffin,Tamil Nadu,Low
f026,Small Onion Uttapam,r012,Thick dosa topped with shallots.,Tiffin,Veg,"[""rice batter"",""small onion"",""oil"",""salt""]",tiffin,Tamil Nadu,Low
f027,Chapathi,r012,Whole wheat flatbread.,Parotta & Breads,Veg,"[""wheat flour"",""water"",""salt""]",bread,India,Low
f028,Phulka,r012,Soft puffed chapathi.,Parotta & Breads,Veg,"[""wheat flour"",""water"",""salt""]",bread,India,Low
f029,Parotta,r012,Layered flaky bread made with maida.,Parotta & Breads,Veg,"[""maida"",""oil"",""salt"",""water""]",parotta,Tamil Nadu,Low
f030,Nool Parotta,r012,String-layered parotta.,Parotta & Breads,Veg,"[""maida"",""oil"",""salt""]",parotta,Tamil Nadu,Low
f031,Bun Parotta,r012,Thick fluffy parotta.,Parotta & Breads,Veg,"[""maida"",""oil"",""salt"",""water""]",parotta,Tamil Nadu,Low
f032,Veechu Parotta,r012,Thin stretched parotta.,Parotta & Breads,Veg,"[""maida"",""oil"",""salt""]",parotta,Tamil Nadu,Low
f033,Egg Kothu Parotta,r012,Minced parotta scrambled with egg and salna.,Parotta & Breads,Egg,"[""parotta"",""egg"",""onion"",""salna"",""chili powder"",""oil"",""salt""]",kothu,Tamil Nadu,Low
f034,Egg Veechu Parotta,r012,Veechu parotta layered with beaten egg.,Parotta & Breads,Egg,"[""maida"",""egg"",""oil"",""salt""]",parotta,Tamil Nadu,Low
f035,Egg Poriyal,r012,Stir-fried scrambled egg.,Egg Dishes,Egg,"[""egg"",""onion"",""green chili"",""oil"",""salt""]",side_dish,Tamil Nadu,Low
f036,Omelette,r012,Egg cooked flat with onion & pepper.,Egg Dishes,Egg,"[""egg"",""onion"",""pepper"",""salt"",""oil""]",side_dish,India,Low
f037,Kalaki,r012,Soft runny omelette.,Egg Dishes,Egg,"[""egg"",""pepper"",""salt"",""oil""]",side_dish,Tamil Nadu,Low
f014,Chicken Biryani,r013,Tamil Nadu style biryani with jeeraga samba rice and tender chicken.,Biryani,Non-Veg,"[""jeeraga samba rice"",""chicken"",""onion"",""tomato"",""ginger garlic paste"",""chili powder"",""biryani masala"",""ghee"",""curd"",""coriander"",""mint"",""oil"",""salt""]",main_course,Tamil Nadu,Moderate
f015,Egg Biryani,r013,Fragrant biryani rice cooked with boiled eggs.,Biryani,Egg,"[""jeeraga samba rice"",""egg"",""onion"",""tomato"",""ginger garlic paste"",""chili powder"",""biryani masala"",""mint"",""curd"",""oil"",""salt""]",main_course,Tamil Nadu,Low
f018,Nattukozhi Biryani,r013,Village style biryani with country chicken.,Biryani,Non-Veg,"[""jeeraga samba rice"",""country chicken"",""onion"",""tomato"",""ginger garlic paste"",""green chili"",""biryani masala"",""ghee"",""mint"",""coriander"",""salt""]",main_course,Tamil Nadu,Low
f020,Non-Veg Meals,r013,Traditional Tamil meal served with rice and gravies.,Meals,Non-Veg,"[""rice"",""sambar"",""rasam"",""thanni kulambu"",""veg poriyal"",""papad"",""pickle""]",full_meal,Tamil Nadu,Low
f001,Veg Fried Rice,r013,Stir-fried long grain rice with mixed vegetables and mild seasoning.,Fried Rice,Veg,"[""rice"",""carrot"",""beans"",""peas"",""spring onion"",""soy sauce"",""oil"",""salt""]",main_course,South India,Moderate
f002,Egg Fried Rice,r013,Fried rice cooked with scrambled egg and spices.,Fried Rice,Egg,"[""rice"",""egg"",""spring onion"",""soy sauce"",""pepper"",""oil"",""salt""]",main_course,South India,Low
f003,Chicken Fried Rice,r013,Fried rice with shredded chicken and mild Indo-Chinese seasoning.,Fried Rice,Non-Veg,"[""rice"",""chicken"",""soy sauce"",""spring onion"",""pepper"",""oil"",""salt""]",main_course,South India,Moderate
f009,Schezwan Veg Fried Rice,r013,Spicy Indo-Chinese fried rice with Schezwan sauce.,Fried Rice,Veg,"[""rice"",""capsicum"",""carrot"",""spring onion"",""schezwan sauce"",""soy sauce"",""oil""]",main_course,India,Low
f010,Schezwan Egg Fried Rice,r013,Schezwan fried rice with scrambled egg.,Fried Rice,Egg,"[""rice"",""egg"",""schezwan sauce"",""spring onion"",""soy sauce"",""oil""]",main_course,India,Low
f011,Schezwan Chicken Rice,r013,Spicy fried rice cooked with shredded chicken and Schezwan sauce.,Fried Rice,Non-Veg,"[""rice"",""chicken"",""schezwan sauce"",""spring onion"",""soy sauce"",""oil""]",main_course,India,Moderate
f027,Chapathi,r013,Whole wheat flatbread.,Parotta & Breads,Veg,"[""wheat flour"",""water"",""salt""]",bread,India,Low
f029,Parotta,r013,Layered flaky bread made with maida.,Parotta & Breads,Veg,"[""maida"",""oil"",""salt"",""water""]",parotta,Tamil Nadu,Low
f030,Nool Parotta,r013,String-layered parotta.,Parotta & Breads,Veg,"[""maida"",""oil"",""salt""]",parotta,Tamil Nadu,Low
f031,Bun Parotta,r013,Thick fluffy parotta.,Parotta & Breads,Veg,"[""maida"",""oil"",""salt"",""water""]",parotta,Tamil Nadu,Low
f032,Veechu Parotta,r013,Thin stretched parotta.,Parotta & Breads,Veg,"[""maida"",""oil"",""salt""]",parotta,Tamil Nadu,Low
f033,Egg Kothu Parotta,r013,Minced parotta scrambled with egg and salna.,Parotta & Breads,Egg,"[""parotta"",""egg"",""onion"",""salna"",""chili powder"",""oil"",""salt""]",kothu,Tamil Nadu,Low
f034,Egg Veechu Parotta,r013,Veechu parotta layered with beaten egg.,Parotta & Breads,Egg,"[""maida"",""egg"",""oil"",""salt""]",parotta,Tamil Nadu,Low
f023,Roast,r013,Crispy golden dosa served large.,Tiffin,Veg,"[""rice"",""urad dal"",""oil"",""salt""]",tiffin,Tamil Nadu,Low
f024,Ghee Roast,r013,Crispy dosa roasted in ghee.,Tiffin,Veg,"[""rice"",""urad dal"",""ghee"",""salt""]",tiffin,Tamil Nadu,Low
f026,Small Onion Uttapam,r013,Thick dosa topped with shallots.,Tiffin,Veg,"[""rice batter"",""small onion"",""oil"",""salt""]",tiffin,Tamil Nadu,Low
f014,Chicken Biryani,r014,Tamil Nadu style biryani with jeeraga samba rice and tender chicken.,Biryani,Non-Veg,"[""jeeraga samba rice"",""chicken"",""onion"",""tomato"",""ginger garlic paste"",""chili powder"",""biryani masala"",""ghee"",""curd"",""coriander"",""mint"",""oil"",""salt""]",main_course,Tamil Nadu,Moderate
f015,Egg Biryani,r014,Fragrant biryani rice cooked with boiled eggs.,Biryani,Egg,"[""jeeraga samba rice"",""egg"",""onion"",""tomato"",""ginger garlic paste"",""chili powder"",""biryani masala"",""mint"",""curd"",""oil"",""salt""]",main_course,Tamil Nadu,Low
f016,Plain Biryani,r014,Simple aromatic biryani rice cooked with spices.,Biryani,Veg,"[""jeeraga samba rice"",""ghee"",""onion"",""mint"",""coriander"",""biryani masala"",""salt""]",main_course,South India,Low
f001,Veg Fried Rice,r014,Stir-fried long grain rice with mixed vegetables and mild seasoning.,Fried Rice,Veg,"[""rice"",""carrot"",""beans"",""peas"",""spring onion"",""soy sauce"",""oil"",""salt""]",main_course,South India,Moderate
f002,Egg Fried Rice,r014,Fried rice cooked with scrambled egg and spices.,Fried Rice,Egg,"[""rice"",""egg"",""spring onion"",""soy sauce"",""pepper"",""oil"",""salt""]",main_course,South India,Low
f003,Chicken Fried Rice,r014,Fried rice with shredded chicken and mild Indo-Chinese seasoning.,Fried Rice,Non-Veg,"[""rice"",""chicken"",""soy sauce"",""spring onion"",""pepper"",""oil"",""salt""]",main_course,South India,Moderate
f004,Mushroom Fried Rice,r014,Fried rice cooked with sautéed mushrooms.,Fried Rice,Veg,"[""rice"",""mushroom"",""spring onion"",""soy sauce"",""pepper"",""oil"",""salt""]",main_course,South India,Low
f005,Gobi Fried Rice,r014,Fried rice with crispy gobi fry.,Fried Rice,Veg,"[""rice"",""cauliflower"",""spring onion"",""soy sauce"",""oil"",""salt""]",main_course,South India,Low
f006,Egg Noodles,r014,Noodles tossed with scrambled eggs and vegetables.,Noodles,Egg,"[""noodles"",""egg"",""capsicum"",""carrot"",""soy sauce"",""pepper"",""oil"",""salt""]",main_course,India,Low
f007,Chicken Noodles,r014,Noodles stir-fried with shredded chicken.,Noodles,Non-Veg,"[""noodles"",""chicken"",""soy sauce"",""capsicum"",""carrot"",""pepper"",""oil"",""salt""]",main_course,India,Low
f008,Veg Noodles,r014,Vegetable noodles cooked with Indo-Chinese seasoning.,Noodles,Veg,"[""noodles"",""carrot"",""beans"",""cabbage"",""soy sauce"",""pepper"",""oil"",""salt""]",main_course,India,Low
f012,Mushroom Noodles,r014,Noodles cooked with sautéed mushrooms.,Noodles,Veg,"[""noodles"",""mushroom"",""capsicum"",""soy sauce"",""oil"",""salt""]",main_course,India,Low
f013,Gobi Noodles,r014,Noodles cooked with crispy gobi.,Noodles,Veg,"[""noodles"",""cauliflower"",""soy sauce"",""capsicum"",""oil"",""salt""]",main_course,India,Low
f027,Chapathi,r014,Whole wheat flatbread.,Parotta & Breads,Veg,"[""wheat flour"",""water"",""salt""]",bread,India,Low
f036,Omelette,r014,Egg cooked flat with onion & pepper.,Egg Dishes,Egg,"[""egg"",""onion"",""pepper"",""salt"",""oil""]",side_dish,India,Low
f038,Bread Omelette,r014,Bread dipped in egg mixture and cooked.,Egg Dishes,Egg,"[""egg"",""bread"",""pepper"",""salt"",""oil""]",side_dish,India,Low
f039,Egg Roll,r014,Stuffed roll with egg masala.,Rolls,Egg,"[""egg"",""maida"",""onion"",""capsicum"",""pepper"",""salt""]",snack,India,Low
f040,Veg Sandwich,r014,Grilled sandwich stuffed with vegetables.,Sandwich,Veg,"[""bread"",""carrot"",""cabbage"",""capsicum"",""pepper"",""salt"",""butter""]",snack,India,Low
f041,Chicken Sandwich,r014,Grilled sandwich with shredded chicken filling.,Sandwich,Non-Veg,"[""bread"",""chicken"",""pepper"",""mayonnaise"",""salt""]",snack,India,Low
f014,Chicken Biryani,r015,Tamil Nadu style biryani with jeeraga samba rice and tender chicken.,Biryani,Non-Veg,"[""jeeraga samba rice"",""chicken"",""onion"",""tomato"",""ginger garlic paste"",""chili powder"",""biryani masala"",""ghee"",""curd"",""coriander"",""mint"",""oil"",""salt""]",main_course,Tamil Nadu,Moderate
f040,Curd Rice,r015,Rice mixed with curd and tempered with curry leaves and mustard.,Meal Item,Veg,"[""rice"",""curd"",""salt"",""curry leaves"",""mustard""]",side_dish,South India,Moderate
f019,Plain Dosa,r015,Simple crispy dosa made with rice and urad dal.,Dosa,Veg,"[""rice"",""urad dal"",""salt"",""oil""]",tiffin,South India,Low
f022,Masala Dosa,r015,Crispy dosa filled with potato masala.,Dosa,Veg,"[""rice"",""urad dal"",""potato"",""onion"",""turmeric"",""salt"",""oil""]",tiffin,South India,Low
f025,Podi Dosa,r015,Dosa sprinkled with spicy podi powder.,Dosa,Veg,"[""rice"",""urad dal"",""podi"",""oil"",""salt""]",tiffin,South India,Low
f024,Ghee Roast,r015,Crispy dosa roasted in ghee.,Dosa,Veg,"[""rice"",""urad dal"",""ghee"",""salt""]",tiffin,Tamil Nadu,Low
f022,Egg Dosa,r015,Dosa topped with egg mixture.,Dosa,Egg,"[""rice"",""urad dal"",""egg"",""pepper"",""salt"",""oil""]",tiffin,South India,Low
f026,Small Onion Uttapam,r015,Uttapam topped with small onions.,Uttapam,Veg,"[""rice batter"",""small onion"",""salt"",""oil""]",tiffin,Tamil Nadu,Low
f033,Chicken Kothu,r015,Minced parotta scrambled with chicken and salna.,Kothu,Non-Veg,"[""parotta"",""chicken"",""egg"",""salna"",""onion"",""oil"",""salt""]",main_course,Tamil Nadu,Low
f016,Plain Biryani,r016,Simple aromatic biryani rice cooked with spices.,Biryani,Veg,"[""jeeraga samba rice"",""ghee"",""onion"",""mint"",""coriander"",""biryani masala"",""salt""]",main_course,South India,Low
f015,Egg Biryani,r016,Fragrant biryani rice cooked with boiled eggs.,Biryani,Egg,"[""jeeraga samba rice"",""egg"",""onion"",""tomato"",""ginger garlic paste"",""chili powder"",""biryani masala"",""mint"",""curd"",""oil"",""salt""]",main_course,Tamil Nadu,Low
f014,Chicken Biryani,r016,Tamil Nadu style biryani with jeeraga samba rice and tender chicken.,Biryani,Non-Veg,"[""jeeraga samba rice"",""chicken"",""onion"",""tomato"",""ginger garlic paste"",""chili powder"",""biryani masala"",""ghee"",""curd"",""coriander"",""mint"",""oil"",""salt""]",main_course,Tamil Nadu,Moderate
f001,Veg Fried Rice,r016,Stir-fried long grain rice with mixed vegetables and mild seasoning.,Fried Rice,Veg,"[""rice"",""carrot"",""beans"",""peas"",""spring onion"",""soy sauce"",""oil"",""salt""]",main_course,South India,Moderate
f002,Egg Fried Rice,r016,Fried rice cooked with scrambled egg and spices.,Fried Rice,Egg,"[""rice"",""egg"",""spring onion"",""soy sauce"",""pepper"",""oil"",""salt""]",main_course,South India,Low
f003,Chicken Fried Rice,r016,Fried rice with shredded chicken and mild Indo-Chinese seasoning.,Fried Rice,Non-Veg,"[""rice"",""chicken"",""soy sauce"",""spring onion"",""pepper"",""oil"",""salt""]",main_course,South India,Moderate
f009,Schezwan Veg Fried Rice,r016,Spicy Indo-Chinese fried rice with Schezwan sauce.,Fried Rice,Veg,"[""rice"",""capsicum"",""carrot"",""spring onion"",""schezwan sauce"",""soy sauce"",""oil""]",main_course,India,Low
f010,Schezwan Egg Fried Rice,r016,Schezwan fried rice with scrambled egg.,Fried Rice,Egg,"[""rice"",""egg"",""schezwan sauce"",""spring onion"",""soy sauce"",""oil""]",main_course,India,Low
f011,Schezwan Chicken Rice,r016,Spicy fried rice with chicken and Schezwan sauce.,Fried Rice,Non-Veg,"[""rice"",""chicken"",""schezwan sauce"",""spring onion"",""soy sauce"",""oil""]",main_course,India,Low
f008,Veg Noodles,r016,Vegetable noodles cooked with Indo-Chinese seasoning.,Noodles,Veg,"[""noodles"",""carrot"",""beans"",""cabbage"",""soy sauce"",""pepper"",""oil"",""salt""]",main_course,India,Low
f006,Egg Noodles,r016,Noodles tossed with scrambled eggs and vegetables.,Noodles,Egg,"[""noodles"",""egg"",""capsicum"",""carrot"",""soy sauce"",""pepper"",""oil"",""salt""]",main_course,India,Low
f007,Chicken Noodles,r016,Noodles stir-fried with shredded chicken.,Noodles,Non-Veg,"[""noodles"",""chicken"",""capsicum"",""soy sauce"",""pepper"",""carrot"",""oil"",""salt""]",main_course,India,Low
f019,Plain Dosa,r016,Simple crispy dosa made with rice and urad dal.,Dosa,Veg,"[""rice"",""urad dal"",""salt"",""oil""]",tiffin,South India,Low
f021,Onion Dosa,r016,Crispy dosa topped with onions.,Dosa,Veg,"[""rice"",""urad dal"",""onion"",""salt"",""oil""]",tiffin,South India,Low
f022,Masala Dosa,r016,Crispy dosa filled with potato masala.,Dosa,Veg,"[""rice"",""urad dal"",""potato"",""onion"",""turmeric"",""salt"",""oil""]",tiffin,South India,Low
f025,Podi Dosa,r016,Dosa sprinkled with spicy podi powder.,Dosa,Veg,"[""rice"",""urad dal"",""podi"",""salt"",""oil""]",tiffin,South India,Low
f024,Ghee Roast,r016,Crispy dosa roasted in ghee.,Dosa,Veg,"[""rice"",""urad dal"",""ghee"",""salt""]",tiffin,Tamil Nadu,Low
f027,Chapathi,r016,Whole wheat flatbread.,Breads,Veg,"[""wheat flour"",""water"",""salt""]",bread,India,Low
f028,Phulka,r016,Soft puffed chapati.,Breads,Veg,"[""wheat flour"",""water"",""salt""]",bread,India,Low
f029,Parotta,r016,Layered flaky parotta.,Breads,Veg,"[""maida"",""oil"",""salt"",""water""]",parotta,Tamil Nadu,Low
f032,Veechu Parotta,r016,Thin stretched parotta.,Breads,Veg,"[""maida"",""oil"",""salt""]",parotta,Tamil Nadu,Low
f030,Nool Parotta,r016,String–layered parotta.,Breads,Veg,"[""maida"",""oil"",""salt""]",parotta,Tamil Nadu,Low
f033,Egg Kothu Parotta,r016,Minced parotta scrambled with egg and salna.,Kothu,Egg,"[""parotta"",""egg"",""onion"",""salna"",""chili powder"",""oil"",""salt""]",main_course,Tamil Nadu,Low
f040,Curd Rice,r016,Rice mixed with curd and tempered.,Rice,Veg,"[""rice"",""curd"",""mustard"",""curry leaves"",""salt""]",side_dish,South India,Low
f001,Veg Fried Rice,r017,Stir-fried long grain rice with mixed vegetables and mild seasoning.,Fried Rice,Veg,"[""rice"",""carrot"",""beans"",""peas"",""spring onion"",""soy sauce"",""oil"",""salt""]",main_course,South India,Moderate
f004,Mushroom Fried Rice,r017,Veg fried rice variation with sautéed mushrooms.,Fried Rice,Veg,"[""rice"",""mushroom"",""spring onion"",""soy sauce"",""pepper"",""oil"",""salt""]",main_course,South India,Low
f009,Schezwan Veg Fried Rice,r017,Spicy Indo-Chinese fried rice with Schezwan sauce.,Fried Rice,Veg,"[""rice"",""capsicum"",""carrot"",""spring onion"",""schezwan sauce"",""soy sauce"",""oil""]",main_course,India,Low
f002,Egg Fried Rice,r017,Fried rice cooked with scrambled egg and spices.,Fried Rice,Egg,"[""rice"",""egg"",""spring onion"",""soy sauce"",""pepper"",""oil"",""salt""]",main_course,South India,Low
f010,Schezwan Egg Fried Rice,r017,Schezwan fried rice with scrambled egg.,Fried Rice,Egg,"[""rice"",""egg"",""schezwan sauce"",""spring onion"",""soy sauce"",""oil""]",main_course,India,Low
f003,Chicken Fried Rice,r017,Fried rice with shredded chicken and mild Indo-Chinese seasoning.,Fried Rice,Non-Veg,"[""rice"",""chicken"",""soy sauce"",""spring onion"",""pepper"",""oil"",""salt""]",main_course,South India,Moderate
f011,Schezwan Chicken Rice,r017,Spicy fried rice cooked with shredded chicken and Schezwan sauce.,Fried Rice,Non-Veg,"[""rice"",""chicken"",""schezwan sauce"",""spring onion"",""soy sauce"",""oil""]",main_course,India,Moderate
f023,Roast,r017,Crispy golden dosa served large.,Tiffin,Veg,"[""rice"",""urad dal"",""oil"",""salt""]",tiffin,Tamil Nadu,Low
f024,Ghee Roast,r017,Crispy dosa roasted in ghee.,Tiffin,Veg,"[""rice"",""urad dal"",""ghee"",""salt""]",tiffin,Tamil Nadu,Low
f026,Small Onion Uttapam,r017,Thick dosa topped with shallots.,Tiffin,Veg,"[""rice batter"",""small onion"",""oil"",""salt""]",tiffin,Tamil Nadu,Low
f029,Parotta,r017,Layered flaky bread made with maida.,Parotta & Breads,Veg,"[""maida"",""oil"",""salt"",""water""]",parotta,Tamil Nadu,Low
f031,Bun Parotta,r017,Thick fluffy parotta.,Parotta & Breads,Veg,"[""maida"",""oil"",""salt"",""water""]",parotta,Tamil Nadu,Low
f032,Veechu Parotta,r017,Thin stretched parotta.,Parotta & Breads,Veg,"[""maida"",""oil"",""salt""]",parotta,Tamil Nadu,Low
f033,Egg Kothu Parotta,r017,Minced parotta scrambled with egg and salna.,Parotta & Breads,Egg,"[""parotta"",""egg"",""onion"",""salna"",""chili powder"",""oil"",""salt""]",kothu,Tamil Nadu,Low
f034,Egg Veechu Parotta,r017,Veechu parotta layered with beaten egg.,Parotta & Breads,Egg,"[""maida"",""egg"",""oil"",""salt""]",parotta,Tamil Nadu,Low
f020,Non-Veg Meals,r017,Traditional Tamil meal served with rice and gravies.,Meals,Non-Veg,"[""rice"",""sambar"",""rasam"",""thanni kulambu"",""veg poriyal"",""papad"",""pickle""]",full_meal,Tamil Nadu,Low
f040,Curd Rice,r017,Rice mixed with curd and tempered.,Curd / Rice Items,Veg,"[""rice"",""curd"",""curry leaves"",""mustard"",""salt""]",side_dish,South India,Low
f016,Plain Biryani,r017,Spiced biryani rice without any meat or egg.,Biryani,Veg,"[""jeeraga samba rice"",""onion"",""tomato"",""ginger garlic paste"",""chili powder"",""biryani masala"",""curd"",""mint"",""coriander"",""oil"",""salt""]",main_course,Tamil Nadu,Low
f015,Egg Biryani,r017,Fragrant biryani rice cooked with boiled eggs.,Biryani,Egg,"[""jeeraga samba rice"",""egg"",""onion"",""tomato"",""ginger garlic paste"",""chili powder"",""biryani masala"",""mint"",""curd"",""oil"",""salt""]",main_course,Tamil Nadu,Low
f014,Chicken Biryani,r017,Tamil Nadu style biryani with jeeraga samba rice and tender chicken.,Biryani,Non-Veg,"[""jeeraga samba rice"",""chicken"",""onion"",""tomato"",""ginger garlic paste"",""chili powder"",""biryani masala"",""ghee"",""curd"",""coriander"",""mint"",""oil"",""salt""]",main_course,Tamil Nadu,Moderate
f001,Veg Fried Rice,r018,Stir-fried long grain rice with mixed vegetables.,Fried Rice,Veg,"[""rice"",""carrot"",""beans"",""peas"",""spring onion"",""soy sauce""]",main_course,South India,Low
f003,Chicken Fried Rice,r018,Fried rice tossed with chicken pieces and spices.,Fried Rice,Non-Veg,"[""rice"",""chicken"",""spring onion"",""soy sauce""]",main_course,India,Low
f004,Mushroom Fried Rice,r018,Fried rice mixed with sautéed mushrooms.,Fried Rice,Veg,"[""rice"",""mushroom"",""spring onion""]",main_course,South India,Low
f009,Schezwan Veg Fried Rice,r018,Spicy Indo-Chinese fried rice with Schezwan sauce.,Fried Rice,Veg,"[""rice"",""capsicum"",""carrot"",""schezwan sauce""]",main_course,India,Low
f011,Schezwan Chicken Fried Rice,r018,Chicken fried rice blended with Schezwan sauce.,Fried Rice,Non-Veg,"[""rice"",""chicken"",""schezwan sauce""]",main_course,India,Low
f006,Jeera Rice,r018,Fragrant cumin-tempered steamed rice.,Rice,Veg,"[""rice"",""cumin"",""ghee""]",side_dish,India,Low
f012,Steamed Rice,r018,Plain boiled white rice.,Rice,Veg,"[""rice"",""water""]",side_dish,India,Low
f008,Ghee Rice,r018,Aromatic rice cooked with ghee and spices.,Rice,Veg,"[""rice"",""ghee"",""spices""]",side_dish,South India,Low
f020,Veg Noodles,r018,Stir-fried noodles with vegetables.,Noodles,Veg,"[""noodles"",""carrot"",""beans"",""capsicum""]",main_course,India,Low
f021,Mushroom Noodles,r018,Noodles tossed with mushrooms.,Noodles,Veg,"[""noodles"",""mushroom"",""soy sauce""]",main_course,India,Low
f022,Schezwan Veg Noodles,r018,Spicy noodles cooked with Schezwan sauce.,Noodles,Veg,"[""noodles"",""schezwan sauce"",""capsicum""]",main_course,India,Low
f023,Schezwan Chicken Noodles,r018,Chicken noodles blended with Schezwan sauce.,Noodles,Non-Veg,"[""noodles"","" chicken"",""schezwan sauce""]",main_course,India,Low
f014,Chicken Biryani,r018,Fragrant basmati biryani cooked with chicken.,Biryani,Non-Veg,"[""rice"",""chicken"",""masala""]",main_course,South India,Low
f015,Egg Biryani,r018,Biryani infused with boiled eggs.,Biryani,Non-Veg,"[""rice"",""egg"",""masala""]",main_course,India,Low
f016,Mutton Biryani,r018,Slow-cooked mutton layered with biryani rice.,Biryani,Non-Veg,"[""rice"",""mutton"",""masala""]",main_course,India,Low
f017,Mushroom Biryani,r018,Vegetarian biryani with mushrooms.,Biryani,Veg,"[""rice"",""mushroom"",""masala""]",main_course,India,Low
f018,Plain Biryani,r018,Simple aromatic biryani rice.,Biryani,Veg,"[""rice"",""spices""]",main_course,India,Low
f027,Chapathi,r018,Whole wheat flatbread.,Parotta & Breads,Veg,"[""wheat flour"",""water""]",bread,India,Low
f028,Phulka,r018,Soft puffed chapathi.,Parotta & Breads,Veg,"[""wheat flour"",""water""]",bread,India,Low
f030,Wheat Parotta,r018,Layered wheat flatbread.,Parotta & Breads,Veg,"[""wheat flour"",""oil""]",bread,South India,Low
f031,Bun Parotta,r018,Soft layered bread.,Parotta & Breads,Veg,"[""maida"",""oil""]",bread,South India,Low
f032,Chilly Parotta,r018,Spicy Indo-Chinese style parotta pieces.,Parotta & Breads,Veg,"[""parotta"",""capsicum"",""chilli""]",main_course,Tamil Nadu,Low
f033,Veechu Parotta,r018,Thin stretched parotta.,Parotta & Breads,Veg,"[""maida"",""oil""]",bread,Tamil Nadu,Low
f034,Egg Parotta,r018,Parotta tossed with eggs.,Parotta & Breads,Non-Veg,"[""parotta"",""egg""]",main_course,Tamil Nadu,Low
f035,Chicken Kothu Parotta,r018,Shredded parotta mixed with chicken and spices.,Parotta & Breads,Non-Veg,"[""parotta"",""chicken"",""egg""]",main_course,Tamil Nadu,Low
f040,Plain Roast,r018,Crispy dosa roasted with ghee or oil.,Dosa,Veg,"[""rice batter"",""urad dal""]",breakfast,South India,Low
f041,Onion Roast,r018,Roast dosa topped with chopped onions.,Dosa,Veg,"[""dosa batter"",""onion""]",breakfast,South India,Low
f042,Onion Uthappam,r018,Thick dosa with onion topping.,Uthappam,Veg,"[""dosa batter"",""onion""]",breakfast,South India,Low
f043,Ghee Roast,r018,Thin crispy dosa roasted with ghee.,Dosa,Veg,"[""rice batter"",""ghee""]",breakfast,South India,Low
f044,Uthappam,r018,Thick dosa made with fermented batter.,Uthappam,Veg,"[""rice batter"",""urad dal""]",breakfast,South India,Low
f027,Chapathi,r019,Whole wheat flatbread,Parotta & Breads,Veg,"[""wheat flour"",""water"",""salt""]",bread,India,Low
f029,Parotta,r019,Layered flaky bread made with maida,Parotta & Breads,Veg,"[""maida"",""oil"",""salt"",""water""]",parotta,Tamil Nadu,Low
f036,Omelette,r019,Egg cooked flat with onion & pepper,Egg Dishes,Egg,"[""egg"",""onion"",""pepper"",""salt"",""oil""]",side_dish,India,Low
f037,Kalaki,r019,Soft runny omelette,Egg Dishes,Egg,"[""egg"",""pepper"",""salt"",""oil""]",side_dish,Tamil Nadu,Low
f035,Egg Poriyal,r019,stir-fried scrambled egg,Egg Dishes,Egg,"[""egg"",""onion"",""green chili"",""oil"",""salt""]",side_dish,Tamil Nadu,Low
f020,Non-Veg Meals,r019,Traditional Tamil non-veg meal,Meals,Non-Veg,"[""rice"",""curries"",""sides"",""pickle"",""papad""]",full_meal,Tamil Nadu,Low
f014,Chicken Biryani,r019,Tamil Nadu style biryani with jeeraga samba rice and tender chicken,Biryani,Non-Veg,"[""jeeraga samba rice"",""chicken"",""spices"",""ghee""]",main_course,Tamil Nadu,Moderate
f015,Egg Biryani,r019,Fragrant biryani rice cooked with boiled eggs,Biryani,Egg,"[""jeeraga samba rice"",""egg"",""spices"",""curd"",""mint""]",main_course,Tamil Nadu,Low
f016,Plain Biryani,r019,Spiced biryani rice without meat or egg,Biryani,Veg,"[""jeeraga samba rice"",""spices"",""curd"",""mint""]",main_course,Tamil Nadu,Low
